"person_id","screening_date","arnold_fta_raw","arnold_fta","arnold_nca_raw","arnold_nca","arnold_nvca_raw","arnold_nvca","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","recid_two_year","recid_six_month","years","recidnot","recid_drug2","recid_property2","recid_stalking2","recid_trespass2","recid_traffic2","recid_voyeurism2","recid_fraud2","recid_stealing2","recid_dui2","recid_domestic2","recid_murder2","recid_M2","recid_F2","recid_drug6","recid_property6","recid_stalking6","recid_trespass6","recid_traffic6","recid_voyeurism6","recid_fraud6","recid_stealing6","recid_dui6","recid_domestic6","recid_murder6","recid_M6","recid_F6","recid_violent2","recid_domestic_violent2","recid_drug_violent2","recid_property_violent2","recid_stalking_violent2","recid_trespass_violent2","recid_traffic_violent2","recid_voyeurism_violent2","recid_fraud_violent2","recid_stealing_violent2","recid_dui_violent2","recid_murder_violent2","recid_violent6","recid_domestic_violent6","recid_drug_violent6","recid_property_violent6","recid_stalking_violent6","recid_trespass_violent6","recid_traffic_violent6","recid_voyeurism_violent6","recid_fraud_violent6","recid_stealing_violent6","recid_dui_violent6","recid_murder_violent6","nullcharge"
1134,2014-03-12,2,3,7,5,5,"Yes",2,16,9,0.4,9,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1139,2013-11-12,1,2,1,2,1,"No",6,25,5,-0.35,4,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1140,2013-05-17,2,3,6,4,3,"No",5,22,1,-1.62,2,-2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1142,2014-01-11,1,2,1,2,1,"No",2,16,5,-0.76,3,-2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1144,2013-08-13,2,3,5,4,3,"No",1,14,5,-0.68,4,-2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1146,2013-04-25,2,3,5,4,5,"Yes",1,14,7,0.02,7,-1.47,1,0,1.15999315537303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2013-01-05,1,2,3,3,4,"Yes",1,13,3,-0.77,5,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
115,2013-11-08,1,2,1,2,1,"No",2,16,4,-0.98,3,-2.32,1,1,0.0301163586584531,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1150,2013-10-09,2,3,9,6,4,"Yes",10,39,10,0.53,2,-2.85,1,0,1.96047227926078,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,2013-10-12,1,2,3,3,1,"No",1,11,4,-0.54,6,-1.62,1,1,0.321184120465435,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,2014-01-01,0,1,2,2,0,"No",1,14,8,-0.1,6,-1.53,1,0,1.97689938398357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,2013-11-05,2,3,4,3,2,"No",1,15,7,-0.09,4,-2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1159,2013-09-23,0,1,0,1,0,"No",3,18,1,-2.49,1,-4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1161,2014-03-02,2,3,8,5,3,"No",6,24,8,0.26,2,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1163,2013-01-04,2,3,9,6,6,"Yes",1,15,6,-0.21,5,-1.93,0,0,2.82939767282683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,2013-08-04,2,3,6,4,2,"No",1,13,4,-0.52,6,-1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1166,2014-03-11,2,3,7,5,2,"No",3,18,9,0.35,7,-1.36,1,0,0.588809034907598,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,2013-05-20,1,2,1,2,1,"No",1,14,4,-0.53,3,-2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1173,2013-11-27,2,3,8,5,3,"No",5,22,6,-0.27,3,-2.46,1,0,1.76095140314853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2014-02-24,1,2,0,1,1,"No",1,11,1,-2.37,1,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1179,2013-03-31,4,4,5,4,2,"No",1,14,2,-1.01,1,-3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1181,2013-08-24,2,3,6,4,5,"Yes",1,15,5,-0.69,3,-2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1186,2013-08-13,1,2,4,3,4,"Yes",2,17,4,-0.59,6,-1.66,1,1,0.433093771389459,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1192,2013-10-11,2,3,7,5,2,"No",10,35,6,-0.29,5,-1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1195,2014-01-09,1,2,4,3,3,"No",3,18,7,-0.24,4,-2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1198,2013-05-10,1,2,1,2,1,"No",3,20,3,-0.97,2,-2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1208,2013-05-23,2,3,5,4,5,"Yes",6,25,3,-0.96,2,-2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1209,2014-03-12,0,1,2,2,3,"No",2,16,4,-0.68,7,-1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1212,2013-08-12,1,2,4,3,4,"Yes",1,14,5,-0.79,4,-2.06,1,0,0.699520876112252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,2014-01-13,1,2,0,1,1,"No",4,20,2,-1.32,2,-2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1214,2013-10-13,4,4,7,5,5,"Yes",2,17,8,0.15,5,-1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1216,2013-10-15,1,2,1,2,1,"No",1,15,6,-0.19,6,-1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1217,2013-01-11,6,5,6,4,2,"No",1,15,2,-1.26,1,-3.05,1,0,1.03011635865845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2013-02-21,2,3,9,6,4,"Yes",7,26,10,0.78,9,-0.74,1,1,0.1572553045859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2013-04-18,2,3,9,6,4,"Yes",8,29,10,0.93,10,-0.56,1,0,0.519164955509925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,2013-12-20,2,3,4,3,2,"No",5,23,7,-0.11,5,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1229,2014-02-11,2,3,5,4,2,"No",3,18,6,-0.24,2,-2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1233,2013-08-20,2,3,4,3,4,"Yes",1,14,4,-0.56,4,-2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1235,2013-03-20,2,3,7,5,4,"Yes",3,19,7,-0.12,8,-1.19,1,0,0.804757015742642,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,2013-01-27,2,3,6,4,3,"No",3,19,8,0.17,6,-1.65,1,1,0.151779603011636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,2013-04-11,2,3,7,5,4,"Yes",7,26,10,0.88,7,-1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1242,2013-05-14,0,1,1,2,3,"No",1,12,2,-1.56,1,-3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
